Sn,Task Name,Activity Type,Planned Start,Planned Finish
4938,BOILER INTEGRAL PIPING DRAINS- (PGMA -80-451),SUP,2023-04-28,2024-11-30
4939,Manufacturing,MFG,2023-04-28,2024-10-16
4940,Dispatch,DIS,2024-10-17,2024-11-30
4941,HP PIPING DRAINS - SG SCOPE- (PGMA -80-452),SUP,2023-04-28,2024-11-30
4942,Manufacturing,MFG,2023-04-28,2024-10-16
4943,Dispatch,DIS,2024-10-17,2024-11-30
4944,LP PIPING DRAINS - SG SCOPE- (PGMA -80-453),SUP,2023-04-28,2024-11-30
4945,Manufacturing,MFG,2023-04-28,2024-10-16
4946,Dispatch,DIS,2024-10-17,2024-11-30
4947,SCAPH DRAINS- (PGMA -80-454),SUP,2023-04-28,2024-11-30
4948,Manufacturing,MFG,2023-04-28,2024-10-16
4949,Dispatch,DIS,2024-10-17,2024-11-30
4950,DRAIN FROM UNLISTED EQPT/VESSEL-SG SCOPE- (PGMA -80-455),SUP,2023-04-28,2024-11-30
4951,Manufacturing,MFG,2023-04-28,2024-10-16
4952,Dispatch,DIS,2024-10-17,2024-11-30
4953,SG AUX COOLING WATER UNIT SYSTEM- (PGMA -80-460),SUP,2023-04-28,2024-08-30
4954,Manufacturing,MFG,2023-04-28,2024-07-16
4955,Dispatch,DIS,2024-07-17,2024-08-30
4956,PC - TG AUX COOLING WATER- (PGMA -80-463),SUP,2023-04-28,2024-08-30
4957,Manufacturing,MFG,2023-04-28,2024-07-16
4958,Dispatch,DIS,2024-07-17,2024-08-30
4959,PC - MAIN CIRCULATION WATER PIPING- (PGMA -80-468),SUP,2023-04-28,2024-08-30
4960,Manufacturing,MFG,2023-04-28,2024-07-16
4961,Dispatch,DIS,2024-07-17,2024-08-30
4962,PC - MISCELLANEOUS COOLING WATER (PGMA - 80 - 469),SUP,2023-04-28,2024-08-30
4963,Manufacturing,MFG,2023-04-28,2024-07-16
4964,Dispatch,DIS,2024-07-17,2024-08-30
4965,PC - BOILER WATER WASH TO AND FROM UNIT- (PGMA -80-471),SUP,2023-04-28,2024-09-29
4966,Manufacturing,MFG,2023-04-28,2024-08-15
4967,Dispatch,DIS,2024-08-16,2024-09-29
4968,PC - DEMINERALISED WATER SYSTEM- (PGMA -80-473),SUP,2023-04-28,2024-09-29
4969,Manufacturing,MFG,2023-04-28,2024-08-15
4970,Dispatch,DIS,2024-08-16,2024-09-29
4971,PC - SERVICE WATER PIPING- (PGMA -80-477),SUP,2023-04-28,2024-09-29
4972,Manufacturing,MFG,2023-04-28,2024-08-15
4973,Dispatch,DIS,2024-08-16,2024-09-29
4974,PC - FIRE WATER-OTHER AREAS- (PGMA -80-480),SUP,2023-04-28,2024-11-30
4975,Manufacturing,MFG,2023-04-28,2024-10-16
4976,Dispatch,DIS,2024-10-17,2024-11-30
4977,PC - CONTROL OIL PIPING  (PGMA -80-484),SUP,2023-04-28,2024-11-30
4978,Manufacturing,MFG,2023-04-28,2024-10-16
4979,Dispatch,DIS,2024-10-17,2024-11-30
4980,PC - LOW PRESSURE DOSING PIPING- (PGMA -80-601),SUP,2023-04-28,2024-09-29
4981,Manufacturing,MFG,2023-04-28,2024-08-15
4982,Dispatch,DIS,2024-08-16,2024-09-29
4983,PC - ACID CLEANING PIPING-TEMPORARY (PGMA - 80-604),SUP,2023-04-28,2024-09-29
4984,Manufacturing,MFG,2023-04-28,2024-08-15
4985,Dispatch,DIS,2024-08-16,2024-09-29
4986,PC - SERVICE AIR-COMP SUCT AND DIS TO RECEI- (PGMA -80-610),SUP,2023-04-28,2024-09-29
4987,Manufacturing,MFG,2023-04-28,2024-08-15
4988,Dispatch,DIS,2024-08-16,2024-09-29
4989,PC - SERVICE AIR FOR INDIVIDUAL UNITS- (PGMA -80-612),SUP,2023-04-28,2024-09-29
4990,Manufacturing,MFG,2023-04-28,2024-08-15
4991,Dispatch,DIS,2024-08-16,2024-09-29
4992,PC - INST AIR COMP SUC AND DIS TO RECEIVER- (PGMA -80-614),SUP,2023-04-28,2024-09-29
4993,Manufacturing,MFG,2023-04-28,2024-08-15
4994,Dispatch,DIS,2024-08-16,2024-09-29
4995,PC - INSTRUMENT AIR FOR INDIVIDUAL UNIT- (PGMA -80-616),SUP,2023-04-28,2024-09-29
4996,Manufacturing,MFG,2023-04-28,2024-08-15
4997,Dispatch,DIS,2024-08-16,2024-09-29
4998,PC - FUEL OIL Supply AND RETURN PIPING- (PGMA -80-650),SUP,2023-04-28,2024-09-29
4999,Manufacturing,MFG,2023-04-28,2024-08-15
5000,Dispatch,DIS,2024-08-16,2024-09-29
5001,PC - H AND S FOR LP PIPING- (PGMA -80-933),SUP,2023-04-28,2024-11-30
5002,Manufacturing,MFG,2023-04-28,2024-10-16
5003,Dispatch,DIS,2024-10-17,2024-11-30
5004,PC - SUB DELIVERY VALVES FOR LIGHT UP- (PGMA -80-901),SUP,2023-04-28,2024-11-30
5005,Manufacturing,MFG,2023-04-28,2024-10-16
5006,Dispatch,DIS,2024-10-17,2024-11-30
5007,PC - H AND S FOR LIGHT UP STEAM LINE- (PGMA -80-921),SUP,2023-04-28,2024-11-30
5008,Manufacturing,MFG,2023-04-28,2024-10-16
5009,Dispatch,DIS,2024-10-17,2024-11-30
5010,PC - H&S FOR TEMPORARY PIPING ACID AND ALKALI (PGMA -80-926),SUP,2023-04-28,2024-11-30
5011,Manufacturing,MFG,2023-04-28,2024-10-16
5012,Dispatch,DIS,2024-10-17,2024-11-30
5013,PC - H&S FOR TEMPORARY PIPING - STEAM BLOWING (PGMA -80-927),SUP,2023-04-28,2024-11-30
5014,Manufacturing,MFG,2023-04-28,2024-10-16
5015,Dispatch,DIS,2024-10-17,2024-11-30
5016,PC - H AND S FOR BOILER LIGHT UP - TG- (PGMA -80-928),SUP,2023-04-28,2024-11-30
5017,Manufacturing,MFG,2023-04-28,2024-10-16
5018,Dispatch,DIS,2024-10-17,2024-11-30
5019,PC - CW STORAGE TANK 16-25 CUM- (PGMA -81-036),SUP,2023-04-28,2024-06-30
5020,Manufacturing,MFG,2023-04-28,2024-05-16
5021,Dispatch,DIS,2024-05-17,2024-06-30
5022,PC - SPECIAL TANKS AND VESSELS- (PGMA -81-060),SUP,2023-04-28,2024-06-30
5023,Manufacturing,MFG,2023-04-28,2024-05-16
5024,Dispatch,DIS,2024-05-17,2024-06-30
5025,PC - COOLING WATER PUMP- (PGMA -81-110),SUP,2023-04-28,2024-11-30
5026,Manufacturing,MFG,2023-04-28,2024-10-16
5027,Dispatch,DIS,2024-10-17,2024-11-30
5028,PC - FIX COM FOR MISCELLANEOUS PPG INSULATION- (PGMA -81-318),SUP,2023-04-28,2024-11-30
5029,Manufacturing,MFG,2023-04-28,2024-10-16
5030,Dispatch,DIS,2024-10-17,2024-11-30
5031,PC - MINERAL WOOL MATTRESS- (PGMA -81-325),SUP,2023-04-28,2025-01-30
5032,Manufacturing,MFG,2023-04-28,2024-12-16
5033,Dispatch,DIS,2024-12-17,2025-01-30
5034,PC - SEALING COMPOUND FOR INSL- (PGMA -81-341),SUP,2023-04-28,2024-11-30
5035,Manufacturing,MFG,2023-04-28,2024-10-16
5036,Dispatch,DIS,2024-10-17,2024-11-30
5037,PC - ALUMINIUM CLADDING FOR INSULATION- (PGMA -81-350),SUP,2023-04-28,2025-01-30
5038,Manufacturing,MFG,2023-04-28,2024-12-16
5039,Dispatch,DIS,2024-12-17,2025-01-30
5040,PC - DIRECT GAUGES FOR STEAM LINES- (PGMA -81-411),SUP,2023-04-28,2024-11-30
5041,Manufacturing,MFG,2023-04-28,2024-10-16
5042,Dispatch,DIS,2024-10-17,2024-11-30
5043,PC - DIRECT GAUGES FOR NON-STEAM LINES- (PGMA -81-412),SUP,2023-04-28,2024-11-30
5044,Manufacturing,MFG,2023-04-28,2024-10-16
5045,Dispatch,DIS,2024-10-17,2024-11-30
5046,PC - LOCAL CONTROL EQPT FOR NON-STEAM LINES- (PGMA -81-414),SUP,2023-04-28,2024-11-30
5047,Manufacturing,MFG,2023-04-28,2024-10-16
5048,Dispatch,DIS,2024-10-17,2024-11-30
5049,PC - TEST THERMOWELLS- (PGMA -81-415),SUP,2023-04-28,2024-11-30
5050,Manufacturing,MFG,2023-04-28,2024-10-16
5051,Dispatch,DIS,2024-10-17,2024-11-30
5052,PC - INSTRUMENTATION FOR STARTUP SYSTEM- (PGMA -81-417),SUP,2023-04-28,2024-11-30
5053,Manufacturing,MFG,2023-04-28,2024-10-16
5054,Dispatch,DIS,2024-10-17,2024-11-30
5055,For SB,SUP,2022-09-27,2025-04-01
5056,Engineering COMPLETION,ENG,2022-09-27,2023-07-08
5057,COMPLETION of DDR,ENG,2023-03-11,2023-10-24
5058,PC - MS FROM BOILER STOP VALVE TO ESV- (PGMA -80-301),SUP,2023-04-28,2025-04-01
5059,Manufacturing,MFG,2023-04-28,2025-02-15
5060,Dispatch,DIS,2025-02-16,2025-04-01
5061,PC - MS FROM ESV TO TURBINE (PGMA - 80-302),SUP,2023-04-28,2025-04-01
5062,Manufacturing,MFG,2023-04-28,2025-02-15
5063,Dispatch,DIS,2025-02-16,2025-04-01
5064,PC - MS HEADER TO AUX PRDS- (PGMA -80-303),SUP,2023-04-28,2025-04-01
5065,Manufacturing,MFG,2023-04-28,2025-02-15
5066,Dispatch,DIS,2025-02-16,2025-04-01
5067,PC - MS HEADER TO HPBP VALVE- (PGMA -80-304),SUP,2023-04-28,2025-04-01
5068,Manufacturing,MFG,2023-04-28,2025-02-15
5069,Dispatch,DIS,2025-02-16,2025-04-01
5070,PC - HRH FROM REHEATER TO INTERCEPTOR VALVE- (PGMA -80-310),SUP,2023-04-28,2025-04-01
5071,Manufacturing,MFG,2023-04-28,2025-02-15
5072,Dispatch,DIS,2025-02-16,2025-04-01
5073,PC - LPBP VALVE UPSTREAM AND DOWNSTREAM- (PGMA -80-312),SUP,2023-04-28,2025-04-01
5074,Manufacturing,MFG,2023-04-28,2025-02-15
5075,Dispatch,DIS,2025-02-16,2025-04-01
5076,PC - PERMANENT STEAM BLOWING (PGMA - 80-319),SUP,2023-04-28,2025-04-01
5077,Manufacturing,MFG,2023-04-28,2025-02-15
5078,Dispatch,DIS,2025-02-16,2025-04-01
5079,PC - CRH FROM TURBINE TO REHEATER- (PGMA -80-320),SUP,2023-04-28,2025-04-01
5080,Manufacturing,MFG,2023-04-28,2025-02-15
5081,Dispatch,DIS,2025-02-16,2025-04-01
5082,PC - HPBP VALVE TO CRH PIPING- (PGMA -80-321),SUP,2023-04-28,2025-04-01
5083,Manufacturing,MFG,2023-04-28,2025-02-15
5084,Dispatch,DIS,2025-02-16,2025-04-01
5085,PC - STEAM TO BFP DRIVE TURBINE- (PGMA -80-323),SUP,2023-04-28,2025-04-01
5086,Manufacturing,MFG,2023-04-28,2025-02-15
5087,Dispatch,DIS,2025-02-16,2025-04-01
5088,PC - CRH HEADER TO AUX.PRDS- (PGMA -80-324),SUP,2023-04-28,2025-04-01
5089,Manufacturing,MFG,2023-04-28,2025-02-15
5090,Dispatch,DIS,2025-02-16,2025-04-01
5091,PC - H AND S FOR CRITICAL PPG(BLR & TG AREA)- (PGMA -80-830),SUP,2023-04-28,2025-04-01
5092,Manufacturing,MFG,2023-04-28,2025-02-15
5093,Dispatch,DIS,2025-02-16,2025-04-01
5094,PC - AUX STRUCTURE FOR CRITICAL PIPING-SG- (PGMA -80-940),SUP,2023-04-28,2025-04-01
5095,Manufacturing,MFG,2023-04-28,2025-02-15
5096,Dispatch,DIS,2025-02-16,2025-04-01
5097,For SYN,SUP,2022-09-27,2025-05-30
5098,Engineering COMPLETION,ENG,2022-09-27,2023-07-08
5099,COMPLETION of DDR,ENG,2023-03-11,2023-10-24
5100,PC - HP AND LP BYPASS WARM UP- (PGMA -80-307),SUP,2023-04-28,2025-05-30
5101,Manufacturing,MFG,2023-04-28,2025-04-15
5102,Dispatch,DIS,2025-04-16,2025-05-30
5103,PC - CRH PIPING TO DEAERATING HEATER- (PGMA -80-322),SUP,2023-04-28,2025-05-30
5104,Manufacturing,MFG,2023-04-28,2025-04-15
5105,Dispatch,DIS,2025-04-16,2025-05-30
5106,PC - EXTRACTION STEAM TO BFP DRIVE TURBINE- (PGMA -80-329),SUP,2023-04-28,2025-05-30
5107,Manufacturing,MFG,2023-04-28,2025-04-15
5108,Dispatch,DIS,2025-04-16,2025-05-30
5109,PC - EXTRACTION STEAM TO LP HEATER-2- (PGMA -80-331),SUP,2023-04-28,2025-05-30
5110,Manufacturing,MFG,2023-04-28,2025-04-15
5111,Dispatch,DIS,2025-04-16,2025-05-30
5112,PC - EXTRACTION STEAM TO LP HEATER-3- (PGMA -80-332),SUP,2023-04-28,2025-05-30
5113,Manufacturing,MFG,2023-04-28,2025-04-15
5114,Dispatch,DIS,2025-04-16,2025-05-30
5115,PC - EXTRACTION STEAM TO LP HEATER-4- (PGMA -80-333),SUP,2023-04-28,2025-05-30
5116,Manufacturing,MFG,2023-04-28,2025-04-15
5117,Dispatch,DIS,2025-04-16,2025-05-30
5118,PC - EXTRACTION STEAM TO LP HEATER-5 (PGMA - 80334),SUP,2023-04-28,2025-05-30
5119,Manufacturing,MFG,2023-04-28,2025-04-15
5120,Dispatch,DIS,2025-04-16,2025-05-30
5121,PC - EXTRACTION STEAM TO DEAERATING HEATER- (PGMA -80-335),SUP,2023-04-28,2025-05-30
5122,Manufacturing,MFG,2023-04-28,2025-04-15
5123,Dispatch,DIS,2025-04-16,2025-05-30
5124,PC - EXTRACTION STEAM TO HP HEATER NO.1- (PGMA -80-336),SUP,2023-04-28,2025-05-30
5125,Manufacturing,MFG,2023-04-28,2025-04-15
5126,Dispatch,DIS,2025-04-16,2025-05-30
5127,PC - EXTRACTION STEAM TO HP HEATER-2- (PGMA -80-337),SUP,2023-04-28,2025-05-30
5128,Manufacturing,MFG,2023-04-28,2025-04-15
5129,Dispatch,DIS,2025-04-16,2025-05-30
5130,PC - EXTRACTION STEAM TO HP HEATER-3- (PGMA -80-338),SUP,2023-04-28,2025-05-30
5131,Manufacturing,MFG,2023-04-28,2025-04-15
5132,Dispatch,DIS,2025-04-16,2025-05-30
5133,PC - AUX STEAM TO BFD TURBINE- (PGMA -80-339),SUP,2023-04-28,2025-05-30
5134,Manufacturing,MFG,2023-04-28,2025-04-15
5135,Dispatch,DIS,2025-04-16,2025-05-30
5136,PC - AUX STEAM TO GLAND SEALS - TG SCOPE- (PGMA -80-349),SUP,2023-04-28,2025-05-30
5137,Manufacturing,MFG,2023-04-28,2025-04-15
5138,Dispatch,DIS,2025-04-16,2025-05-30
5139,PC - AUX STEAM TO UNLISTED USERS - SG SCOPE- (PGMA -80-351),SUP,2023-04-28,2025-05-30
5140,Manufacturing,MFG,2023-04-28,2025-04-15
5141,Dispatch,DIS,2025-04-16,2025-05-30
5142,PC - EXHAUST STEAM FROM PRIME MOVERS-TG SCOPE- (PGMA -80-363),SUP,2023-04-28,2025-05-30
5143,Manufacturing,MFG,2023-04-28,2025-04-15
5144,Dispatch,DIS,2025-04-16,2025-05-30
5145,PC - HP DRAIN FLASH TANK VENT TO ATMOSPHERE- (PGMA -80-370),SUP,2023-04-28,2025-05-30
5146,Manufacturing,MFG,2023-04-28,2025-04-15
5147,Dispatch,DIS,2025-04-16,2025-05-30
5148,PC - DRAIN FLASH TANK VENT TO CONDENSER- (PGMA -80-371),SUP,2023-04-28,2025-05-30
5149,Manufacturing,MFG,2023-04-28,2025-04-15
5150,Dispatch,DIS,2025-04-16,2025-05-30
5151,PC - UNLISTED SV EXHAUSTS - TG SCOPE- (PGMA -80-375),SUP,2023-04-28,2025-05-30
5152,Manufacturing,MFG,2023-04-28,2025-04-15
5153,Dispatch,DIS,2025-04-16,2025-05-30
5154, PC - HPH SV EXHAUST TO FLASH TANK- (PGMA -80-379),SUP,2023-04-28,2025-05-30
5155,Manufacturing,MFG,2023-04-28,2025-04-15
5156,Dispatch,DIS,2025-04-16,2025-05-30
5157,PC - HP HEATER VENTS - TG SCOPE- (PGMA -80-381),SUP,2023-04-28,2025-05-30
5158,Manufacturing,MFG,2023-04-28,2025-04-15
5159,Dispatch,DIS,2025-04-16,2025-05-30
5160,PC - LP HEATER VENTS- (PGMA -80-382),SUP,2023-04-28,2025-05-30
5161,Manufacturing,MFG,2023-04-28,2025-04-15
5162,Dispatch,DIS,2025-04-16,2025-05-30
5163,PC - VENT FROM UNLISTED PPG/EQPT TO COND- (PGMA -80-385),SUP,2023-04-28,2025-05-30
5164,Manufacturing,MFG,2023-04-28,2025-04-15
5165,Dispatch,DIS,2025-04-16,2025-05-30
5166,STEAM BLOWING PIPING-TEMPORARY (PGMA - 80-399),SUP,2023-04-28,2025-05-30
5167,Manufacturing,MFG,2023-04-28,2025-04-15
5168,Dispatch,DIS,2025-04-16,2025-05-30
5169,PC - UNLISTED SPRAY WATER - TG SCOPE- (PGMA -80-435),SUP,2023-04-28,2025-05-30
5170,Manufacturing,MFG,2023-04-28,2025-04-15
5171,Dispatch,DIS,2025-04-16,2025-05-30
5172,PC - CONTROL OIL PIPING ESV & IV- (PGMA -80-482),SUP,2023-04-28,2025-05-30
5173,Manufacturing,MFG,2023-04-28,2025-04-15
5174,Dispatch,DIS,2025-04-16,2025-05-30
5175,PC - GLAND STEAM COOLER DRAINS- (PGMA -80-442),SUP,2023-04-28,2025-05-30
5176,Manufacturing,MFG,2023-04-28,2025-04-15
5177,Dispatch,DIS,2025-04-16,2025-05-30
5178,PC - LP HEATER-1 TO CONDENSER- (PGMA -80-443),SUP,2023-04-28,2025-05-30
5179,Manufacturing,MFG,2023-04-28,2025-04-15
5180,Dispatch,DIS,2025-04-16,2025-05-30
5181,PC - LP HEATER-2/3/4/5 DRAINS AND DRIP PUMP I- (PGMA -80-444),SUP,2023-04-28,2025-05-30
5182,Manufacturing,MFG,2023-04-28,2025-04-15
5183,Dispatch,DIS,2025-04-16,2025-05-30
5184,PC - HP HEATER DRAINS- (PGMA -80-447),SUP,2023-04-28,2025-05-30
5185,Manufacturing,MFG,2023-04-28,2025-04-15
5186,Dispatch,DIS,2025-04-16,2025-05-30
5187,PC - DRAIN FROM UNLISTED EQPT/VESSEL-TG SCOPE- (PGMA -80-448),SUP,2023-04-28,2025-05-30
5188,Manufacturing,MFG,2023-04-28,2025-04-15
5189,Dispatch,DIS,2025-04-16,2025-05-30
5190,PC - TG CYCLE PIPING DRAINS AND VENTS- (PGMA -80-449),SUP,2023-04-28,2025-05-30
5191,Manufacturing,MFG,2023-04-28,2025-04-15
5192,Dispatch,DIS,2025-04-16,2025-05-30
5193,PC - MANIFOLDS FOR HP FLASH BOX AND CONDENS- (PGMA -80-457),SUP,2023-04-28,2025-05-30
5194,Manufacturing,MFG,2023-04-28,2025-04-15
5195,Dispatch,DIS,2025-04-16,2025-05-30
5196,PC - HP FLASH TANK DRAIN TO CONDENSER- (PGMA -80-459),SUP,2023-04-28,2025-05-30
5197,Manufacturing,MFG,2023-04-28,2025-04-15
5198,Dispatch,DIS,2025-04-16,2025-05-30
5199,PC - DRINKING WATER PIPING- (PGMA -80-478),SUP,2023-04-28,2025-05-30
5200,Manufacturing,MFG,2023-04-28,2025-04-15
5201,Dispatch,DIS,2025-04-16,2025-05-30
5202,PC - HP FLASH TANK VENT TO CONDENSER- (PGMA -80-493),SUP,2023-04-28,2025-05-30
5203,Manufacturing,MFG,2023-04-28,2025-04-15
5204,Dispatch,DIS,2025-04-16,2025-05-30
5205,PC - LP FLASH TANK VENT TO CONDENSER- (PGMA -80-494),SUP,2023-04-28,2025-05-30
5206,Manufacturing,MFG,2023-04-28,2025-04-15
5207,Dispatch,DIS,2025-04-16,2025-05-30
5208,PC - LP FLASH TANK DRAIN TO COND- (PGMA -80-495),SUP,2023-04-28,2025-05-30
5209,Manufacturing,MFG,2023-04-28,2025-04-15
5210,Dispatch,DIS,2025-04-16,2025-05-30
5211,PC - LP Condensate PIPING WITHIN TG HALL FOR- (PGMA -80-545),SUP,2023-04-28,2025-05-30
5212,Manufacturing,MFG,2023-04-28,2025-04-15
5213,Dispatch,DIS,2025-04-16,2025-05-30
5214,PC - LUB OIL FLUSHING & PR TESTING (PGMA - 80-673),SUP,2023-04-28,2025-05-30
5215,Manufacturing,MFG,2023-04-28,2025-04-15
5216,Dispatch,DIS,2025-04-16,2025-05-30
5217,PC - H AND S FOR SYNCHRONISATION - TG- (PGMA -80-930),SUP,2023-04-28,2025-05-30
5218,Manufacturing,MFG,2023-04-28,2025-04-15
5219,Dispatch,DIS,2025-04-16,2025-05-30
5220,PC - CLEAN DRAIN FLASH TANK - DIA 1500 MM- (PGMA -81-012),SUP,2023-04-28,2025-05-30
5221,Manufacturing,MFG,2023-04-28,2025-04-15
5222,Dispatch,DIS,2025-04-16,2025-05-30
5223,PC -Condensate TRANSFER PUMP- (PGMA -81-100),SUP,2023-04-28,2024-11-30
5224,Manufacturing,MFG,2023-04-28,2024-10-16
5225,Dispatch,DIS,2024-10-17,2024-11-30
5226,PC - PERFORMANCE GUARANTEE TEST MATERIALS- (PGMA -81-416),SUP,2023-04-28,2025-05-30
5227,Manufacturing,MFG,2023-04-28,2025-04-15
5228,Dispatch,DIS,2025-04-16,2025-05-30
5229,BOI-PEM - THERMAL INSULATION - R-MATTRESSES/P-SECN ,SUP,2024-01-20,2025-03-14
5230,Ordering,ORD,2024-01-20,2024-04-18
5231,Detailed Engineering,ENG,2024-04-19,2024-09-15
5232,Manufacturing,MFG,2024-09-16,2025-02-12
5233,Dispatch,DIS,2025-02-13,2025-03-14
5234,BOI-PEM -  THERMAL INSULATION -ANCILLARY MATERIAL ,SUP,2023-12-01,2025-01-23
5235,Ordering,ORD,2023-12-01,2024-02-28
5236,Detailed Engineering,ENG,2024-02-29,2024-07-27
5237,Manufacturing,MFG,2024-07-28,2024-12-24
5238,Dispatch,DIS,2024-12-25,2025-01-23
5239,BOI-PEM -  ALUMINIUM SHEETS/COILS,SUP,2024-04-04,2025-05-28
5240,Ordering,ORD,2024-04-04,2024-07-02
5241,Detailed Engineering,ENG,2024-07-03,2024-11-29
5242,Manufacturing,MFG,2024-11-30,2025-04-28
5243,Dispatch,DIS,2025-04-29,2025-05-28
5244, BOI- PEM - AIR TRAPS ,SUP,2023-11-21,2025-01-13
5245,Ordering,ORD,2023-11-21,2024-02-18
5246,Detailed Engineering,ENG,2024-02-19,2024-07-17
5247,Manufacturing,MFG,2024-07-18,2024-12-14
5248,Dispatch,DIS,2024-12-15,2025-01-13
5249,PEM - STEAM TRAPS ,SUP,2023-12-01,2025-01-23
5250,Ordering,ORD,2023-12-01,2024-02-28
5251,Detailed Engineering,ENG,2024-02-29,2024-07-27
5252,Manufacturing,MFG,2024-07-28,2024-12-24
5253,Dispatch,DIS,2024-12-25,2025-01-23
5254,Valves,SUP,2022-09-27,2025-05-22
5255,Supply,SUP,2022-09-27,2025-05-22
5256,TRYV - Power Cycle Piping  DM. Water & Lube Oil System Valves ( PGMA - 80913),SUP,2024-05-28,2025-02-11
5257,Manufacturing,MFG,2024-05-28,2024-11-27
5258,Dispatch,DIS,2024-08-28,2025-02-11
5259,TRYV - Turbine Integral Piping system Valves( PGMA - 80919),SUP,2024-05-28,2025-02-11
5260,Manufacturing,MFG,2024-05-28,2024-11-27
5261,Dispatch,DIS,2024-08-28,2025-02-11
5262,TRYV - Extraction Line QCNRVs( PGMA - 80918),SUP,2024-05-28,2025-02-11
5263,Manufacturing,MFG,2024-05-28,2024-11-27
5264,Dispatch,DIS,2024-08-28,2025-02-11
5265,TRYV - HP Bypass System - Oil Supply System Valves( PGMA - 22100),SUP,2024-05-28,2025-02-11
5266,Manufacturing,MFG,2024-05-28,2024-11-27
5267,Dispatch,DIS,2024-08-28,2025-02-11
5268,TRYV - HP Bypass System - HP Bypass valve ASSY valves( PGMA - 22101),SUP,2024-05-28,2025-02-11
5269,Manufacturing,MFG,2024-05-28,2024-11-27
5270,Dispatch,DIS,2024-08-28,2025-02-11
5271,TRYV - HP Bypass System - Oil Piping HP Bypass Valves( PGMA - 22600),SUP,2024-05-28,2025-02-11
5272,Manufacturing,MFG,2024-05-28,2024-11-27
5273,Dispatch,DIS,2024-08-28,2025-02-11
5274,TRYV - HP Bypass System - Common HP Oil Piping Valves( PGMA - 22601),SUP,2024-05-28,2025-02-11
5275,Manufacturing,MFG,2024-05-28,2024-11-27
5276,Dispatch,DIS,2024-08-28,2025-02-11
5277,TRYV - HP Bypass System - Hand Tools( PGMA - 22701),SUP,2024-05-28,2025-02-11
5278,Manufacturing,MFG,2024-05-28,2024-11-27
5279,Dispatch ,DIS,2024-08-28,2025-02-11
5280,TRYV - HP Bypass System - Special Equipments( PGMA - 22889),SUP,2024-05-28,2025-02-11
5281,Manufacturing,MFG,2024-05-28,2024-11-27
5282,Dispatch,DIS,2024-08-28,2025-02-11
5283,TRYV - HP Bypass System - Common Spares( PGMA - 22988),SUP,2024-05-28,2025-02-11
5284,Manufacturing,MFG,2024-05-28,2024-11-27
5285,Dispatch,DIS,2024-08-28,2025-02-11
5286,TRYV - Root Valves (Normal Measurement+PG Test) ( PGMA - 80914),SUP,2024-05-28,2025-02-11
5287,Manufacturing,MFG,2024-05-28,2024-11-27
5288,Dispatch,DIS,2024-08-28,2025-02-11
5289,TRYV - SG Integral Piping Valves ( PGMA - 80905),SUP,2024-05-28,2025-02-11
5290,Manufacturing,MFG,2024-05-28,2024-11-27
5291,Dispatch,DIS,2024-08-28,2025-02-11
5292,TRYV - Low Pressure piping valves ( PGMA - 80277),SUP,2024-05-28,2025-02-11
5293,Manufacturing,MFG,2024-05-28,2024-11-27
5294,Dispatch,DIS,2024-08-28,2025-02-11
5295,TRYV - Heat Exchanger and Fabrication Water Expansion Relief Valves (WERV)( PGMA - 80278),SUP,2024-05-28,2025-02-11
5296,Manufacturing,MFG,2024-05-28,2024-11-27
5297,Dispatch,DIS,2024-08-28,2025-02-11
5298,TRYV - BFP Drive Turbine Valves including SRV and QCNRV's ( PGMA - 80279),SUP,2024-05-28,2025-02-11
5299,Manufacturing,MFG,2024-05-28,2024-11-27
5300,Dispatch,DIS,2024-08-28,2025-02-11
5301,TRYV - Acid Cleaning Valves ( PGMA - 80917),SUP,2024-05-28,2025-02-11
5302,Manufacturing,MFG,2024-05-28,2024-11-27
5303,Dispatch,DIS,2024-08-28,2025-02-11
5304,TRYV - Steam Blowing Valves ( PGMA - 80918),SUP,2024-05-28,2025-02-11
5305,Manufacturing,MFG,2024-05-28,2024-11-27
5306,Dispatch,DIS,2024-08-28,2025-02-11
5307,BOI-PEM - BUTTERFLY VALVES (STEAM SERVICE) ,SUP,2022-09-27,2024-07-14
5308,Ordering,ORD,2023-10-19,2024-01-16
5309,Detailed Engineering,ENG,2024-01-17,2024-06-14
5310,Manufacturing,MFG,2022-09-27,2023-02-23
5311,Dispatch,DIS,2024-06-15,2024-07-14
5312,BOI-PEM - BALL VALVES ,SUP,2023-10-19,2024-12-11
5313,Ordering,ORD,2023-10-19,2024-01-16
5314,Detailed Engineering,ENG,2024-01-17,2024-06-14
5315,Manufacturing,MFG,2024-06-15,2024-11-11
5316,Dispatch,DIS,2024-11-12,2024-12-11
5317,BOI-PEM - AIR RELEASE VALVES ,SUP,2023-08-23,2024-11-14
5318,Ordering,ORD,2023-08-23,2023-11-20
5319,Detailed Engineering,ENG,2023-11-21,2024-04-18
5320,Manufacturing,MFG,2024-04-19,2024-09-15
5321,Dispatch,DIS,2024-09-16,2024-10-15
5322,Dispatch,DIS,2024-10-16,2024-11-14
5323,BOI-PEM - LUBE OIL TRANSFER PUMPS,SUP,2024-01-30,2025-03-24
5324,Ordering,ORD,2024-01-30,2024-04-28
5325,Detailed Engineering,ENG,2024-04-29,2024-09-25
5326,Manufacturing,MFG,2024-09-26,2025-02-22
